index	label	sentence	POS	w_index	target	word_sense	definition	metaphor_flag	target_domain	tenor
bmw-fragment09 2573	1	"Madame Mattli might be a stickler for detail, with a generous helping of the artistic temperament which kept her tight-coiled as a spring and which would explode into frenzy if the smallest detail was not as it should be, but she also had a kind face and deep perceptive eyes."	NOUN	22	spring	the season of growth	"An act of springing: a leap, a jump."	1	spring	a tightly coiled state of tension or readiness for sudden action
bmw-fragment09 2576	1	Paula's stomach turned a somersault.	NOUN	4	somersault.	an acrobatic feat in which the feet roll over the head (either forward or backward) and return	"Starting on one's feet, an instance of rotating one's body 360 degree while airborne or on the ground, with one's feet going over one's head."	1	acrobatics	"a sudden, intense feeling of nervousness or excitement in the stomach"
bmw-fragment09 2602	1	"But all the same I couldn't make such a move without giving it some thought, Paula said grandly."	NOUN	9	move	dispose of by selling	The act of moving; a movement.	1	chess	a significant decision or action
bmw-fragment09 2610	1	"It was not quite what she envisaged for herself but it had the advantage of being cheap and it went some way towards satisfying Grace, who was convinced that London was a den of iniquity waiting to swallow up her unsuspecting daughter."	NOUN	32	den	den	"A small cavern or hollow place in the side of a hill, or among rocks; especially, a cave used by a wild animal for shelter or concealment."	1	den	a place of moral corruption or danger
bmw-fragment09 2615	1	"As for the House of Mattli, it might have been in a different world to the hostel, with its air of being a cross between a workhouse and a boarding school."	NOUN	13	world	the 3rd planet from the sun; the planet we live on	"The subjective human experience, regarded collectively. Human collective existence; existence in general."	1	planet	vastly different social or experiential environment
bmw-fragment09 2615	1	"As for the House of Mattli, it might have been in a different world to the hostel, with its air of being a cross between a workhouse and a boarding school."	NOUN	19	air	the region above the ground	"The substance constituting earth's atmosphere, particularly:"	1	atmosphere	the distinctive quality or mood of a place
bmw-fragment09 2615	1	"As for the House of Mattli, it might have been in a different world to the hostel, with its air of being a cross between a workhouse and a boarding school."	NOUN	23	cross	meet and pass	A geometrical figure consisting of two straight lines or bars intersecting each other such that at least one of them is bisected by the other.	1	intersection	a hybrid or combination of two distinct entities (workhouse and boarding school)
bmw-fragment09 2615	1	"As for the House of Mattli, it might have been in a different world to the hostel, with its air of being a cross between a workhouse and a boarding school."	NOUN	26	workhouse	a poorhouse where able-bodied poor are compelled to labor	"An institution for the poor homeless, funded by the local parish, where the able-bodied were required to work."	1	institution	"a place with harsh, oppressive, or labor-intensive conditions"
bmw-fragment09 2616	1	The first time she rang the bell and went in through the front doors of the elegant old house where the showrooms were situated( Mattli had no rear entrance) Paula felt she was stepping into the place of her dreams.	NOUN	39	dreams.	a series of mental images and emotions occurring during sleep	Imaginary events seen in the mind while sleeping.	1	dreams	an idealized or highly desired reality
bmw-fragment09 2638	1	"This trick took hours of practice, up and down the landing at the hostel while the other girls looked at her as if she had taken leave of her senses."	NOUN	29	senses.	the faculty through which the external world is apprehended	plural of sen	1	sanity	rational or normal mental state
bmw-fragment09 2643	1	Her favourite was the coffee shop in Fenwicks in Bond Street for this was the haunt and the meeting place of all those from the world of fashion.	NOUN	25	world	the 3rd planet from the sun; the planet we live on	"The subjective human experience, regarded collectively. Human collective existence; existence in general."	1	planet	the collective realm or sphere of fashion (as a distinct social/cultural domain)
bmw-fragment09 2684	1	Oh! she squealed as light dawned.	NOUN	4	light	characterized by or emitting light	"Visible electromagnetic radiation. The human eye can typically detect radiation  in the wavelength range of about 400 to 750 nanometers. Nearby shorter and longer wavelength ranges, although not visible, are commonly called ultraviolet and infrared light."	1	illumination	sudden understanding or realization
bmw-fragment09 2702	1	Usually the slightest whisper travelled like jungle drums through the world of fashion.	NOUN	6	jungle	an impenetrable equatorial forest	"A large, undeveloped, humid forest, especially in a tropical region, that is home to many wild plants and animals; a tropical rainforest."	1	jungle	a fast-spreading and pervasive communication network
bmw-fragment09 2702	1	Usually the slightest whisper travelled like jungle drums through the world of fashion.	NOUN	7	drums	a musical percussion instrument; usually consists of a hollow cylinder with a membrane stretched across each end	"A percussive musical instrument spanned with a thin covering on at least one end for striking, forming an acoustic chamber; a membranophone."	1	drums	rapid and widespread dissemination of information
